account length,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,number customer service calls,Churn,True,False
0.06566529288428803,0,0,-0.5458478262480037,1.2729844799605023,-2.1051912000097563,-1.441944957007546,0.25180629056804815,-1.3582718342274356,0.7494347244029255,-0.5276400490169517,0.11158606660138858,1.7024925479897541,0,0.03559145924919497,0.9644085407508061
0.9784241660917059,0,0,-0.5458478262480037,-0.6735053287896644,0.8385411866541516,2.0236852091285487,0.9307988624146724,-0.9446325596166993,-2.1797033440565077,1.7395698663120736,-0.31648769494350915,-1.3692969554877377,0,0.051528719311752555,0.9484712806882482
0.11637411917358902,0,1,1.6249747972634152,-0.20003483476935355,2.2094858921536376,0.2383605780887423,0.7756005602783017,1.4337932693950344,2.076269993658061,1.1727673874798172,1.3515238586624718,-0.3453671209952404,0,0.05639388673589211,0.9436061132641068
0.014956466594987032,0,0,-0.5458478262480037,1.2729844799605023,0.7081370169829848,-0.6543017374311608,-1.5111494227622961,-0.8929276502903573,0.43264706496138816,-1.094442527849208,2.1486267249874538,-0.3453671209952404,0,0.11406552988397779,0.8859344701160212
0.2431461848968415,0,0,-0.5458478262480037,-1.0943679901410517,0.3339337474918103,0.02832238620170628,-1.5596488921799123,0.3996950828681936,0.0974949035232396,0.0391624298153046,-1.0397847403124738,0.6785627134972568,0,0.023552380090388462,0.9764476199096119
0.471335903198696,0,0,-0.5458478262480037,-0.7261131614585877,0.895238651728572,-1.704492696866341,-1.195902871547792,-0.479288375679621,0.4831494454520678,0.6059649086475609,-1.3645303525189478,-0.3453671209952404,0,0.048545392532355854,0.9514546074676437
-0.8978024066124308,0,1,1.8495426548680447,1.3255923126294258,0.7478252425350792,1.2885515375239225,0.3027307334565444,1.07185890411064,1.2498674038105724,-0.5276400490169517,1.0267782464559976,-0.3453671209952404,0,0.007723767951093486,0.9922762320489066
-0.11181559912826546,0,0,-0.5458478262480037,-0.0948191694315067,-0.43488387891733066,0.6059274138910554,0.5112784519522934,0.3479901735418515,2.2966440176173917,1.1727673874798172,0.3182423652782359,-1.3692969554877377,0,0.04231165793512048,0.9576883420648795
0.7502344477898515,0,1,2.6729581327516865,0.06300432857526357,-0.043671369903829874,-0.6017921894594018,-1.0795041449455132,-0.37587855702693695,-0.11369686943778498,-1.6612450066814644,0.6282268132935066,-1.3692969554877377,0,0.0006789457560862936,0.9993210542439132
0.369918250620094,0,1,2.3735343226121803,-1.1469758228099751,0.5731970501058644,-0.5492826414876428,-0.7327329386095585,0.03776071758379934,-0.8253213218064561,0.0391624298153046,-0.5231439936203558,-0.3453671209952404,0,0.03500967847319594,0.9649903215268049
1.0544874055256575,0,0,-0.5458478262480037,0.5364748225955743,-1.6754244147456496,0.8159656057780914,-0.04161549940852921,-0.27246873837425284,0.4142825629647777,-1.094442527849208,0.08206373821898182,-0.3453671209952404,0,0.006116068551585252,0.9938839314484158
0.2431461848968415,0,0,-0.5458478262480037,-0.6735053287896644,-1.3012211452544746,0.02832238620170628,-1.746371849437734,1.020153994784298,-0.45344015637508617,1.1727673874798172,-1.246441038989321,1.7024925479897541,0,0.07049343747145849,0.9295065625285417
-0.9738656460463824,0,0,-0.5458478262480037,-1.1469758228099751,0.5244372301418629,0.2383605780887423,0.16935719255810092,-0.530993285005963,-1.8904624376098866,0.6059649086475609,1.0267782464559976,-0.3453671209952404,0,0.005758245071081223,0.9942417549289182
-0.06110677283896446,0,0,-0.5458478262480037,-0.3052505001072004,0.5403125203627007,0.34337967403226033,-0.21621358931194762,-0.479288375679621,1.6492953222368585,-1.094442527849208,-1.1578740538421008,-0.3453671209952404,0,0.2048401346124066,0.7951598653875935
2.0179551050223763,0,1,1.1009831295192796,-1.7256619821681327,-1.2966853480485212,-0.02418716177005273,0.678601621443069,1.020153994784298,-0.09992349294032712,-0.5276400490169517,1.5877024857217252,-0.3453671209952404,0,0.0010910480055294194,0.9989089519944705
-0.5935494488766249,0,0,-0.5458478262480037,1.3255923126294258,0.8714257163973154,-1.021868573233474,0.5840276560787175,0.3479901735418515,1.1259070153334485,-0.5276400490169517,0.55442099233749,-0.3453671209952404,0,0.016745048498105115,0.9832549515018957
0.319209424330793,0,1,2.074110512472674,2.272533300670047,-0.3645790222250497,0.1858510301169833,-0.8370067978574329,-0.06564910106888472,-0.6554496783378059,0.6059649086475609,1.7500752918249627,-0.3453671209952404,0,0.05882900925917701,0.9411709907408238
0.09101970602893852,0,0,-0.5458478262480037,-0.5682896634518175,-1.6289324933846248,0.29087012606050133,-0.6599837344831342,-0.22076382904791084,-0.4626224073733914,-1.094442527849208,-0.19839838141388208,1.7024925479897541,0,0.012301414117100819,0.9876985858828987
-0.16252442541756645,0,1,1.325550987123909,0.010396495906340142,-1.9328309061835183,1.0260037976651275,2.3494083428799426,0.2445803548891675,-1.3257540012141027,2.3063723451443296,-0.4050546800907294,0.6785627134972568,0,0.000837186784864053,0.9991628132151364
-1.4302450826500912,0,1,1.774686702333168,0.115612161244187,-0.17861133678095062,0.1858510301169833,0.6955764357392348,1.123563813436982,-0.5268981643615297,-0.5276400490169517,0.2739588727046261,0.6785627134972568,0,0.7330102177644823,0.26698978223551834
-0.7456759277445278,0,0,-0.5458478262480037,0.6416904879334212,0.9462663702955507,0.1858510301169833,-0.70848320390075,-0.9963374689430413,0.731070222406315,0.6059649086475609,-2.0435439053143027,-0.3453671209952404,0,0.021045611679531145,0.978954388320468
0.471335903198696,0,1,2.2986783700773037,-0.25264266743827696,1.5268484126576154,-1.546964052951064,0.947773676710838,1.3303834507423502,1.4381035492758332,-1.6612450066814644,-0.44933817266433923,1.7024925479897541,0,0.21753775540331047,0.7824622445966886
-0.5681950357319744,0,1,2.523246227681933,0.5890826552644978,0.6264926672758195,-0.18171580568532975,-0.5557098752352597,-1.0997472875957255,-0.27897738740728256,0.6059649086475609,-0.08030906788425504,-1.3692969554877377,0,0.042641075092920554,0.9573589249070802
